Number of captions, Number of images
1,704
2,9110
3,169
4,4
5,2
6,2
7,2
8,4
10,1
11,2

Number of captions, Image name,captions
2,009990.jpg,A compactor is riding.
2,009991.jpg,An excavator is loading soil on to a dump truck.
2,009991.jpg,An excavator is dumping soil into a dump truck. 
2,009992.jpg,An excavator is loading soil on to a dump truck.
2,009992.jpg,An excavator is dumping soil into a dump truck. 
2,009993.jpg,A mobile crane is lifting.
2,009993.jpg,A mobile crane is idling.
2,009994.jpg,A bull dozer is riding.
2,009994.jpg,A dozer is idling. 
2,009995.jpg,A compactor is compacting the road.
2,009995.jpg,A compactor is compacting a ground. 
2,009996.jpg,A compactor is riding.
2,009996.jpg,A compactor is idling. 
2,009997.jpg,A backhoe loader is parking. 
2,009997.jpg,A backhoe loader is digging.
2,009998.jpg,A grader is grading a road.
2,009998.jpg,A grader is riding.
2,009999.jpg,A concrete mixer truck is parked.
2,009999.jpg,A concrete mixer truck is idling.
2,010000.jpg,A dozer is paving the ground.
2,010000.jpg,A bull dozer is pushing soil.
3,000120.jpg,An excavator is grabbing a bucket of gravel and an empty dump truck is waiting to be loaded by the excavator.
3,000120.jpg,Excavator is excavating rocks and dump to dump truck
3,000120.jpg,An excavator is grabbing a bucket of gravel. An empty dump truck is waiting to be loaded by the excavator.
3,000123.jpg,A dump truck to driving into a construction site towards an excavator.
3,000123.jpg,A dump truck to driving into a construction site towards an excavator. An excavator is moving its bucket.
3,000123.jpg,Excavator is excavating the soil beside the unpaved road
3,000124.jpg,A man sitting in a backhoe loader is waiting for job.
3,000124.jpg,Backhoe loader is moving heavy objects
3,000124.jpg,A man sitting in a backhoe loder is waiting for job.
3,000127.jpg,A wheel loader is moving rocks 
3,000127.jpg,Wheel loader moving down to a construction site and two loaders are working on construction site where they move cube marbles around.
3,000127.jpg,Wheel loader moving down to a construction site. Other two loaders are working on construction site where they move cube marbles around.
3,000134.jpg,Excavator and two dump trucks are working together. Dump truck is waiting to get filled with soil by excavator Another fully loaded dump truck is moving out from the area. 
3,000134.jpg,An excavator is loading dump trucks
3,000134.jpg,Dump truck is waiting to get filled with soil by excavator and another fully loaded dump truck is moving out from the area. 
3,000147.jpg,Two dump trucks are unloading a tank of soil to the field and a wheel loader is waiting to spread the soil.
3,000147.jpg,Four dump trucks working in cycle to dump the soil into the pile while wheel loader moving the soil with its blade towards the pile of soil.
3,000147.jpg,Two dump trucks are unloading a tank of soil to the field. Two dump trucks are moving around with empty tanks. Two wheel loaders are moving on the site.
3,000157.jpg,A excavator is excavating the soil on the ground. A dump truck is 80% loaded.
3,000157.jpg,Excavator is excavating soil and dumping it into a dump truck
3,000157.jpg,A excavator is excavating the soil on the ground.
3,000159.jpg,Grader is levelling the surface of uneven gravel that has been spread on the road.
3,000159.jpg,Grader is levelling the heaps of gravel
3,000159.jpg,Grader is leveling the surface of uneven gravel that has been spread on the road.
3,000160.jpg,Cement truck is parked in the field 
3,000160.jpg,Concrete mixer moving on a construction site.
3,000160.jpg,Concrete mixer is moving on a construction site.
3,000161.jpg,A wheel loader and a dump truck are working on a site
3,000161.jpg,A wheel loader is loading a bucket of soil and a dump truck is waiting to be loaded beside the wheel loader.
3,000161.jpg,A wheel loader is loaded a bucket of soil. A dump truck is waiting to be loaded  beside the wheel loader.
3,000186.jpg,Wheel loader filling its bucket with rocks and a dump truck waiting next to wheel loader waiting to get filled.
3,000186.jpg,Wheel loader filling its bucket with rocks. Dump truck waiting next to wheel loader waiting to get filled.
3,000186.jpg,A wheel loader loading a dump truck
3,000189.jpg,Excavators cleaning rocks and dirt
3,000189.jpg,Two excavators are digging the hard soil on the ground and a dump truck is waiting beside the excavators to be loaded. 
3,000189.jpg,Two excavators are digging the hard soil on the ground. A dump truck is waiting beside the excavators to be loaded. 
3,000190.jpg,A wheel loader and compactor is levelling the soil on the ground. A wheel loader is moving beside a compactor.
3,000190.jpg,A wheel loader and compactor is levelling the soil on the ground.
3,000190.jpg,Compactors flattering ground
3,000193.jpg,A wheel loader is loading rocks to a dump truck
3,000193.jpg,An excavator is about the grab a bucket of gravel on the ground. A wheel loader loaded a bucket of soil. The dump truck is waiting to be loaded.
3,000193.jpg,An excavator is grabing a bucket of gravel on the ground and a wheel loader is loading a bucket of soil while a dump truck is waiting to be loaded.
3,000195.jpg,Two graders are grading the soil and two compactors are waiting beside the graders.
3,000195.jpg,Two graders are grading the soil. Two compactors are waiting beside the graders.
3,000195.jpg,A grader is driving away from compactor 
3,000199.jpg,Excavator is loading in the dumper
3,000199.jpg,An excavator is pulling a bucket on sand to the dump truck and three dump truck are waiting to be loaded by the two excavators.
3,000199.jpg,An excavator is pulling a bucket on sand to the dump truck. Three dump truck are waiting to be loaded by the two excavators.
3,000205.jpg,An excavator is working on the small hill and a concrete mixer truck is moving on the narrow road.
3,000205.jpg,An excavator is working on the small hill. A concrete mixer truck is moving on the site.
3,000205.jpg,Cement truck is coming at construction site
3,000216.jpg,A wheel loader hold a bucket of sand. A dump truck is waiting beside the wheel loader with a full tank of soil.
3,000216.jpg,Wheel loader is loading the excavated soil into dump truck
3,000216.jpg,A wheel loader is loading a bucket of sand and a dump truck is waiting beside the wheel loader with a full tank of soil.
3,000217.jpg,Five tower cranes are mounted on a tall building under contruction
3,000217.jpg,Several tower cranes are lifting loads in construction field in downtown 
3,000217.jpg,Five tower cranes are mounted on a tall building under construction
3,000224.jpg,A white excavator is excavating the black soil. 
3,000224.jpg,White colored excavator excavating the black soil. 
3,000224.jpg,Excavator is excavating rocks 
3,000229.jpg,A mobile crane is waiting aside a house.
3,000229.jpg,Mobile crane is lowering the bow 
3,000229.jpg,A mobile crane is waitng aside a house.
3,000230.jpg,A loader is dumping dirt
3,000230.jpg,Back hole loader is parked in the field. Three people looking at backhoe loader from the 10 meters distance. 
3,000230.jpg,A backhoe loader is parked in the field.
3,000236.jpg,Grader is grading the surface of unpaved road.
3,000236.jpg,A grader is leveling the soil along a road.
3,000236.jpg,A grader is levelling the soil along a road.
3,000250.jpg,An excavator is about to excavate some soil to fill the dump truck while a whell loader is grading the site.
3,000250.jpg,An excavator is about to excavate some soil to fill the dump truck while a wheel loader is grading the site.
3,000250.jpg,An excavator is dumping rocks into a dump truck
3,000266.jpg,An excavator is filling or loading the dump truck
3,000266.jpg,An excavator is digging the soil on the ground and a dump truck is waiting to be loaded by the excavator while the other dump truck is fully loaded to leave.
3,000266.jpg,An excavator is digging the soil on the ground. A dump truck is waiting to be loaded by the excavator while the other dump truck is fully loaded to leave.
3,000267.jpg,Wheel loader is standing next to a wooden house. 
3,000267.jpg,Backhoe loader loading the rocks
3,000267.jpg,Wheel loader is parking next to a wooden house. 
3,000299.jpg,Excavator is digging down to fill the bucket with soil and a dump truck standing next to excavator ready for the fill.
3,000299.jpg,The excavator is digging the soil and then dumps it to the dump truck
3,000299.jpg,Excavator is digging down to fill the bucket with soil. Dump truck standing next to excavator ready for the fill.
3,000301.jpg,Wheel loader is filled the bucket with the dirt. Dump truck is approaching the wheel loader.
3,000301.jpg,A wheel loader is holding a bucket of soil and a dump truck is moving toward the wheel loader.
3,000301.jpg,A wheel loader is holding a bucket of soil. A dump truck is moving toward the wheel loader.
3,000309.jpg,An excavator and a dump truck are excavating rocks 
3,000309.jpg,A excavator is pointing its bucket toward the soil on the ground. Two dump trucks are waiting to be loaded and one dump truck is full loaded.
3,000309.jpg,A excavator is pointing its bucket toward the soil on the ground and two dump trucks are waiting to be loaded and one dump truck is full loaded.
3,000326.jpg,An excavator is digging soil on the ground. Two dump trucks are waiting to be loaded.
3,000326.jpg,An excavator and dump truck are excavating soil
3,000326.jpg,An excavator is digging soil on the ground and two dump trucks are waiting to be loaded.
3,000327.jpg,Two dump trucks and two excavators are excavating soil
3,000327.jpg,Two excavators are excavating the pile of sand. Two dump trucks are waiting to be loaded by the excavators. 
3,000327.jpg,Two excavators are excavating the pile of sand and two dump trucks are waiting to be loaded by the excavators. 
3,000335.jpg,An excavator and two dump trucks are driving in the road and cooperate with each other
3,000335.jpg,An excavator is loading a bucket of soil and two empty trucks are waiting to be loaded beside the excavator.
3,000335.jpg,An excavator loaded a bucket of soil. Two empty trucks are waiting to be loaded beside the excavator.
3,000339.jpg,Excavator is working in a site in front of the tower crane and mobile crane
3,000339.jpg,A tower crane and a mobile crane are on the construction site. An excavator is on the construction site.
3,000339.jpg,A tower crane and a mobile crane are on the construction site.
3,000341.jpg,Two excavators and three dump trucks and one grader working in the field. Excavators filling out the dump trucks with excavated earth.
3,000341.jpg,Two excavators and three dump trucks are working on earth moving task.
3,000341.jpg,Two excavators and three dump trucks are working on earth moving task. A grader is parked beside some construction machines on the site.
3,000346.jpg,One back hoe loader is stuck in the puddle. The second backhoe loader is excavating the mud under the puddle. 
3,000346.jpg,A backhoe loader is trying to cross a road covered by water.
3,000346.jpg,A backhoe loader is tring to cross  a road covered by water.
3,000357.jpg,A loader is riding while its bucket lifted.
3,000357.jpg,Wheel loader is moving out the loose soil
3,000357.jpg,A loder is riding while its bucket lifted.
3,000375.jpg,A dump truck released a bucket of soil into a dump truck. The dump truck is fully loaded.
3,000375.jpg,An excavator loading a dump truck
3,000375.jpg,An excavator is loading a dump truck while the dump truck is almost fully loaded.
3,000378.jpg,An excavator is lifting soil to load two dump truck while another dump truck is comming for loading.
3,000378.jpg,An excavator is lifting soil to load two dump truck while another dump truck is coming for loading.
3,000378.jpg,A backhoe is picking up sand and filling up a dump truck
3,000385.jpg,Two excavators are excavating the hard rock on a hill and three dump trucks are waiting beside the excavators to be loaded.
3,000385.jpg,Two excavators are excavating the hard rock on a hill. Three dump trucks are waiting beside the excavators to be loaded.
3,000385.jpg,Excavator is digging out dirt
3,000390.jpg,Two excavators are excavating a huge pile of soil on the ground and five dump trucks are waiting to be loaded by the excavators.
3,000390.jpg,Two excavators are excavating a huge pile of soil on the ground. Five dump trucks are waiting to be loaded by the excavators.
3,000390.jpg,An excavator dumping material into dump truck 
3,000391.jpg,Wheel loader lifting a heavy load as result topping 
3,000391.jpg,A wheel loaded is tilted forward with rare wheels above the ground.
3,000391.jpg,A wheel loader is tilted forward with rare wheels above the ground.
3,000393.jpg,A wheel loader with its bucket liftted is about to dump the rocks in the dump truck.
3,000393.jpg,A wheel loader with its bucket lifted is about to dump the rocks in the dump truck.
3,000393.jpg,A wheel loader is dumping rocks into a dump truck
3,000400.jpg,An excavator is dumping soil on trucks
3,000400.jpg,An excavator is transporting  the soil on the field to the dump truck. Two dump trucks are waiting to be loaded beside the excavator.
3,000400.jpg,An excavator is transporting  the soil on the field to the dump truck and two dump trucks are waiting to be loaded beside the excavator.
3,000402.jpg,A dozer is pushing a pile of gravel on the field. A truck has unloaded a tank of soil to the ground.
3,000402.jpg,Dump truck is dumping while dozer is moving the soil.
3,000402.jpg,A dozer is pushing a pile of gravel on the field and a truck has unloaded a tank of soil to the ground.
3,000415.jpg,A backhoe loader is waiting near a soil mound.
3,000415.jpg,A backhoe loader is waiting near a sild mound.
3,000415.jpg,A backhoe loader is taking soil.
3,000419.jpg,A wheel loader is taking load. Dump truck is dumping them
3,000419.jpg,A dump truck is dump soil onto a road base and a wheel loader is grading them right after.
3,000419.jpg,A dump truck is dump soil onto a roadbase and a wheel loader is grading them right after.
3,000426.jpg,An excavator is digging the soil on the field.
3,000426.jpg,Excavator is Excavating the soil. Dozer is resting
3,000426.jpg,An excavator is digging the soil on the field. Two dozer are parked on the site.
3,000428.jpg,Mobile crane is transporting metal square frames from a truck. Two workers are helping to balance those materials. 
3,000428.jpg,Mobile crane is transporting metal square frames from a truck.
3,000428.jpg,Crane lifting the load
3,000432.jpg,A wheel loader to transporting a bucket of gravel to the dump truck.
3,000432.jpg,The wheel loader is dumping material in dump truck 
3,000432.jpg,A wheel loaded to transporting a bucket of gravel to the dump truck. An excavator is excavating on the site.
3,000433.jpg,Loaded dump truck leaving excavator. Excavator with filled bucket ready to dump.
3,000433.jpg,A dump truck is waiting to be loaded by an excavator.
3,000433.jpg,Excavation dumping mud in to the dump truck
3,000440.jpg,Wheel loader is moving soil
3,000440.jpg,A wheel loader is turning its direction with an empty bucket. An excavator is grabbing a bucket of soil.
3,000440.jpg,A wheel loader is turning its direction with an empty bucket and an excavator is grabbing a bucket of soil.
3,000443.jpg,Five excavators are digging soil on a construction site. A dump truck is being loaded by an excavator.
3,000443.jpg,Five excavators are digging soil on a construction site and a dump truck is being loaded by one excavator.
3,000443.jpg,Excavator is Excavating the soil. Dozer is resting
3,000446.jpg,A dozer is plowing the soil. A excavator is on the construction site.
3,000446.jpg,A dozer is grading the soil
3,000446.jpg,A dozer is plowing the soil.
3,000447.jpg,Two crane are lifing construction materials to construct a building.
3,000447.jpg,Two tower cranes are mounted at the top level of the unfinished building 
3,000447.jpg,Two crane are lifting construction materials to construct a building.
3,000448.jpg,An excavator is excavating 
3,000448.jpg,A concrete mixer truck is transfer the concrete to a truck and an excavator is working beside the concrete mixer truck.
3,000448.jpg,A concrete mixer truck is transfer the concrete to a truck. An excavator is working beside the concrete mixer truck.
3,000451.jpg,Mobile crane transporting the excavator down into the excavated area prepared for the building foundation. Another excavator working on the other half of the excavated area.
